item	item_index	1	2	3	4	5	6	model	lang
It is important to him to form his views independently.	1	0.12613239884376526	0.29518628120422363	0.10239923000335693	0.17682386934757233	0.20146995782852173	0.09798825532197952	joeddav/xlm-roberta-large-xnli	en
It is important to him that his country is secure and stable.	2	0.09165847301483154	0.19808998703956604	0.1259814351797104	0.2129008024930954	0.2547968626022339	0.11657240986824036	joeddav/xlm-roberta-large-xnli	en
It is important to him to have a good time.	3	0.08018878847360611	0.2708514928817749	0.10364747792482376	0.14386019110679626	0.32901328802108765	0.07243873178958893	joeddav/xlm-roberta-large-xnli	en
It is important to him to avoid upsetting other people.	4	0.12795990705490112	0.24780458211898804	0.12784913182258606	0.19128957390785217	0.19569389522075653	0.10940298438072205	joeddav/xlm-roberta-large-xnli	en
It is important to him that the weak and vulnerable in society be protected.	5	0.0896654725074768	0.25282588601112366	0.11724241822957993	0.1911872923374176	0.25079968571662903	0.09827924519777298	joeddav/xlm-roberta-large-xnli	en
It is important to him that people do what he says they should.	6	0.11832351982593536	0.2622303366661072	0.13369321823120117	0.1752527803182602	0.18923984467983246	0.12126026302576065	joeddav/xlm-roberta-large-xnli	en
It is important to him never to think he deserves more than other people.	7	0.15077945590019226	0.3883123993873596	0.10044904798269272	0.1613151878118515	0.10527700185775757	0.09386700391769409	joeddav/xlm-roberta-large-xnli	en
It is important to him to care for nature.	8	0.11383755505084991	0.21831266582012177	0.11941857635974884	0.2262628674507141	0.2176823765039444	0.10448595881462097	joeddav/xlm-roberta-large-xnli	en
It is important to him that no one should ever shame him.	9	0.11841214448213577	0.2937444746494293	0.11694412678480148	0.1454903781414032	0.22715497016906738	0.09825391322374344	joeddav/xlm-roberta-large-xnli	en
It is important to him always to look for different things to do.	10	0.15541347861289978	0.3109952509403229	0.10043822973966599	0.18345317244529724	0.14686988294124603	0.10282992571592331	joeddav/xlm-roberta-large-xnli	en
It is important to him to take care of people he is close to.	11	0.06906483322381973	0.17895744740962982	0.1309690624475479	0.15139035880565643	0.368357390165329	0.10126091539859772	joeddav/xlm-roberta-large-xnli	en
It is important to him to have the power that money can bring.	12	0.06588678807020187	0.19760386645793915	0.1508636176586151	0.1883753389120102	0.27916890382766724	0.11810147017240524	joeddav/xlm-roberta-large-xnli	en
It is very important to him to avoid disease and protect his health.	13	0.0795571506023407	0.24517017602920532	0.10286792367696762	0.15690089762210846	0.33646199107170105	0.07904188334941864	joeddav/xlm-roberta-large-xnli	en
It is important to him to be tolerant toward all kinds of people and groups.	14	0.1369754672050476	0.2366739809513092	0.12862372398376465	0.17029225826263428	0.2088831216096878	0.11855154484510422	joeddav/xlm-roberta-large-xnli	en
It is important to him never to violate rules or regulations.	15	0.12739978730678558	0.23712465167045593	0.0991646945476532	0.2093496322631836	0.23958401381969452	0.08737722784280777	joeddav/xlm-roberta-large-xnli	en
It is important to him to make his own decisions about his life.	16	0.09275341778993607	0.27276480197906494	0.09650994092226028	0.15482939779758453	0.2945982813835144	0.08854418992996216	joeddav/xlm-roberta-large-xnli	en
It is important to him to have ambitions in life.	17	0.128795325756073	0.30299922823905945	0.11762489378452301	0.1673775166273117	0.17688743770122528	0.10631559789180756	joeddav/xlm-roberta-large-xnli	en
It is important to him to maintain traditional values and ways of thinking.	18	0.06613516807556152	0.22297236323356628	0.1319785714149475	0.16166314482688904	0.30188557505607605	0.1153651550412178	joeddav/xlm-roberta-large-xnli	en
